species,importance,rank,method,cv_auc_mean,cv_auc_sd
Sutterella parvirubra,0.0014770378812828447,66,Extra Trees,0.7302500809994198,0.05733706763082255
Fusicatenibacter saccharivorans,0.001475390101811406,67,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9618 SGB15065,0.001469767944719267,68,Extra Trees,0.7302500809994198,0.05733706763082255
Faecalibacillus intestinalis,0.0014654512134445205,69,Extra Trees,0.7302500809994198,0.05733706763082255
Phascolarctobacterium faecium,0.0014641565812768841,70,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9694 SGB15204,0.0014568219283401947,71,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium ventriosum,0.0014566993849762441,72,Extra Trees,0.7302500809994198,0.05733706763082255
Dysosmobacter sp NSJ 60,0.0014536386851509932,73,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes putredinis,0.0014535904382759048,74,Extra Trees,0.7302500809994198,0.05733706763082255
Anaerococcus obesiensis,0.001446073793109048,75,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp Marseille P3244,0.001445829703374947,76,Extra Trees,0.7302500809994198,0.05733706763082255
Faecalibacterium prausnitzii,0.001436570096604172,77,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia massiliensis,0.0014325372246485751,78,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnoclostridium sp An118,0.001432445675745419,79,Extra Trees,0.7302500809994198,0.05733706763082255
Dorea formicigenerans,0.0014308809108540999,80,Extra Trees,0.7302500809994198,0.05733706763082255
Phocaeicola coprocola,0.0014302003757406328,81,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides faecis,0.001423771826326172,82,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia obeum,0.0014169747364377668,83,Extra Trees,0.7302500809994198,0.05733706763082255
Bifidobacterium longum,0.0014133987071997117,84,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp NSJ 42,0.0014118093634844504,85,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6612 SGB9346,0.0014115396294374332,86,Extra Trees,0.7302500809994198,0.05733706763082255
Firmicutes bacterium AF16 15,0.0014088937953820877,87,Extra Trees,0.7302500809994198,0.05733706763082255
Evtepia gabavorous,0.0014088922645085497,88,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp CL 2,0.0014088471456576532,89,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia wexlerae,0.001404013262647509,90,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3256 SGB4303,0.0014037986384284023,91,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides intestinalis,0.0014001942380198259,92,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospira eligens,0.0013972726778018142,93,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium ramulus,0.0013971633145865594,94,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9631 SGB15087,0.0013967993257428713,95,Extra Trees,0.7302500809994198,0.05733706763082255
Odoribacter splanchnicus,0.001396681231362097,96,Extra Trees,0.7302500809994198,0.05733706763082255
Phocaeicola vulgatus,0.0013949048075642622,97,Extra Trees,0.7302500809994198,0.05733706763082255
Massilimicrobiota timonensis,0.001389898341325501,98,Extra Trees,0.7302500809994198,0.05733706763082255
Parasutterella excrementihominis,0.0013765341621419724,99,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9581 SGB14999,0.0013765041432701834,100,Extra Trees,0.7302500809994198,0.05733706763082255
Roseburia inulinivorans,0.0013658169187075978,101,Extra Trees,0.7302500809994198,0.05733706763082255
Enterococcus faecium,0.0013652685844699078,102,Extra Trees,0.7302500809994198,0.05733706763082255
Oscillibacter sp PC13,0.0013602480856601308,103,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AM22 11AC,0.0013585907491757148,104,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospiraceae bacterium,0.0013560843846076238,105,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides clarus,0.0013559976670057944,106,Extra Trees,0.7302500809994198,0.05733706763082255
Akkermansia muciniphila,0.00135584303996429,107,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnoclostridium sp An131,0.001354334673333001,108,Extra Trees,0.7302500809994198,0.05733706763082255
Dielma fastidiosa,0.0013536298853575172,109,Extra Trees,0.7302500809994198,0.05733706763082255
Paraprevotella clara,0.0013484730420345536,110,Extra Trees,0.7302500809994198,0.05733706763082255
Bilophila wadsworthia,0.0013426795747812355,111,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium symbiosum,0.001341612396874476,112,Extra Trees,0.7302500809994198,0.05733706763082255
GGB2980 SGB3962,0.001340264719196692,113,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia schinkii,0.001337681412668191,114,Extra Trees,0.7302500809994198,0.05733706763082255
Firmicutes bacterium,0.0013375042315894614,115,Extra Trees,0.7302500809994198,0.05733706763082255
Phascolarctobacterium succinatutens,0.0013283054611831911,116,Extra Trees,0.7302500809994198,0.05733706763082255
Aeromonas hydrophila,0.001328275857055117,117,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia unclassified SGB4121,0.0013253917412226778,118,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides cellulosilyticus,0.0013227946941645034,119,Extra Trees,0.7302500809994198,0.05733706763082255
Parabacteroides merdae,0.0013175427983411364,120,Extra Trees,0.7302500809994198,0.05733706763082255
Escherichia marmotae,0.0013091220203920006,121,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes shahii,0.0013072376660282748,122,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Allochristensenella caecavium,0.0013055398939326537,123,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9636 SGB15107,0.0013053341753100083,124,Extra Trees,0.7302500809994198,0.05733706763082255
Coprobacter secundus,0.0012924912556356491,125,Extra Trees,0.7302500809994198,0.05733706763082255
Phocaeicola plebeius,0.0012920973117218786,126,Extra Trees,0.7302500809994198,0.05733706763082255
Eubacterium rectale,0.0012905684307275712,127,Extra Trees,0.7302500809994198,0.05733706763082255
Intestinimonas massiliensis,0.00128862296611393,128,Extra Trees,0.7302500809994198,0.05733706763082255
GGB36331 SGB53806,0.001282130356495075,129,Extra Trees,0.7302500809994198,0.05733706763082255
GGB34228 SGB72916,0.0012816235822372068,130,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3887 SGB5270,0.0012815925604936023,131,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium leptum,0.001279777833693538,132,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridiales bacterium,0.001277879947957235,133,Extra Trees,0.7302500809994198,0.05733706763082255
Veillonella parvula,0.0012751258744598658,134,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcus bicirculans,0.0012724791299858526,135,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides ovatus,0.0012723694107240723,136,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AF20 17LB,0.001252308881979619,137,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3278 SGB4328,0.0012495800960536294,138,Extra Trees,0.7302500809994198,0.05733706763082255
Coprococcus eutactus,0.0012477423207061477,139,Extra Trees,0.7302500809994198,0.05733706763082255
Anaerostipes hadrus,0.0012417771441307981,140,Extra Trees,0.7302500809994198,0.05733706763082255
Bifidobacterium adolescentis,0.0012387796828411562,141,Extra Trees,0.7302500809994198,0.05733706763082255
Enterocloster aldensis,0.0012363516634483853,142,Extra Trees,0.7302500809994198,0.05733706763082255
Merdimonas faecis,0.00123249011220105,143,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcaceae unclassified SGB15260,0.0012279082846053367,144,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium SGB4751,0.0012266241053661229,145,Extra Trees,0.7302500809994198,0.05733706763082255
GGB4266 SGB5809,0.001224678898735173,146,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Avimonas narfia,0.0012230000279597106,147,Extra Trees,0.7302500809994198,0.05733706763082255
Lancefieldella parvula,0.0012227036846152635,148,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9623 SGB15076,0.001220553680859283,149,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AM33 3,0.0012203901280628373,150,Extra Trees,0.7302500809994198,0.05733706763082255
Flavonifractor sp An10,0.001219276810697919,151,Extra Trees,0.7302500809994198,0.05733706763082255
Parabacteroides distasonis,0.0012131929742279196,152,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AF34 10BH,0.0012105896936074085,153,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospira pectinoschiza,0.001210515816841463,154,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9758 SGB15368,0.0012103460137254255,155,Extra Trees,0.7302500809994198,0.05733706763082255
Faecalicatena orotica,0.0012086746726843564,156,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3571 SGB4778,0.0012079528863422004,157,Extra Trees,0.7302500809994198,0.05733706763082255
Lacrimispora celerecrescens,0.0012062067533171526,158,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospira SGB5077,0.0012050370450463722,159,Extra Trees,0.7302500809994198,0.05733706763082255
Slackia exigua,0.0012035548788574553,160,Extra Trees,0.7302500809994198,0.05733706763082255
Campylobacter rectus,0.0011952578874770761,161,Extra Trees,0.7302500809994198,0.05733706763082255
Dorea sp AF36 15AT,0.0011870843548178603,162,Extra Trees,0.7302500809994198,0.05733706763082255
Roseburia sp AM23 20,0.0011870003097171377,163,Extra Trees,0.7302500809994198,0.05733706763082255
GGB2977 SGB3959,0.0011864059540192713,164,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcus gnavus,0.0011852410914081491,165,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes onderdonkii,0.001184781616675944,166,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella copri clade C,0.0011838533575214256,167,Extra Trees,0.7302500809994198,0.05733706763082255
GGB55957 SGB77276,0.001180602417129984,168,Extra Trees,0.7302500809994198,0.05733706763082255
Butyricimonas virosa,0.0011795859917024447,169,Extra Trees,0.7302500809994198,0.05733706763082255
Barnesiella intestinihominis,0.0011792737330019905,170,Extra Trees,0.7302500809994198,0.05733706763082255
Allisonella histaminiformans,0.001176359177922212,171,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9632 SGB15089,0.0011737101184571123,172,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9633 SGB15091,0.0011729316930933552,173,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides caccae,0.0011723166433585959,174,Extra Trees,0.7302500809994198,0.05733706763082255
Dysosmobacter welbionis,0.0011678870148357848,175,Extra Trees,0.7302500809994198,0.05733706763082255
Collinsella aerofaciens,0.00116747575389143,176,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridiaceae bacterium,0.001164554946707556,177,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Avimicrobium caecorum,0.001161101304123132,178,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella SGB1680,0.0011599466823543204,179,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides nordii,0.0011596952728623496,180,Extra Trees,0.7302500809994198,0.05733706763082255
GGB6574 SGB9289,0.0011524381101197952,181,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella pectinovora,0.001151146871119493,182,Extra Trees,0.7302500809994198,0.05733706763082255
Coprococcus catus,0.0011501582111712331,183,Extra Trees,0.7302500809994198,0.05733706763082255
Bifidobacterium catenulatum,0.0011462569027612442,184,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9568 SGB14980,0.0011456752178117865,185,Extra Trees,0.7302500809994198,0.05733706763082255
Enterobacter hormaechei,0.0011429211901597504,186,Extra Trees,0.7302500809994198,0.05733706763082255
Bifidobacterium breve,0.0011413849945455658,187,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides finegoldii,0.0011413469041144189,188,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes indistinctus,0.0011378611882044204,189,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Saccharibacteria unclassified SGB19850,0.0011360999490746398,190,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9512 SGB14909,0.0011349777522845802,191,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridia bacterium,0.001134152677891744,192,Extra Trees,0.7302500809994198,0.05733706763082255
Leuconostoc mesenteroides,0.0011325344240286032,193,Extra Trees,0.7302500809994198,0.05733706763082255
Oscillibacter sp ER4,0.0011285522626214147,194,Extra Trees,0.7302500809994198,0.05733706763082255
Parabacteroides goldsteinii,0.001125384649372212,195,Extra Trees,0.7302500809994198,0.05733706763082255
Bacteroides salyersiae,0.0011249554887720551,196,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9524 SGB14924,0.0011220848251415564,197,Extra Trees,0.7302500809994198,0.05733706763082255
Enterocloster citroniae,0.0011197192164596498,198,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3034 SGB4030,0.0011119500379773617,199,Extra Trees,0.7302500809994198,0.05733706763082255
Desulfovibrio piger,0.0011110716030468563,200,Extra Trees,0.7302500809994198,0.05733706763082255
Ruthenibacterium lactatiformans,0.001109886197752719,201,Extra Trees,0.7302500809994198,0.05733706763082255
Klebsiella aerogenes,0.0011088234715539626,202,Extra Trees,0.7302500809994198,0.05733706763082255
Faecalibacterium SGB15346,0.0011081539030814024,203,Extra Trees,0.7302500809994198,0.05733706763082255
Megasphaera elsdenii,0.0011070340001599988,204,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium fessum,0.0011065918827325924,205,Extra Trees,0.7302500809994198,0.05733706763082255
Fusobacterium gonidiaformans,0.001106409848775707,206,Extra Trees,0.7302500809994198,0.05733706763082255
Klebsiella pneumoniae,0.0011061870944046326,207,Extra Trees,0.7302500809994198,0.05733706763082255
Gordonibacter pamelaeae,0.001102506484844669,208,Extra Trees,0.7302500809994198,0.05733706763082255
Intestinibacter bartlettii,0.0011018839229801256,209,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes sp AF17 16,0.0011001101125844882,210,Extra Trees,0.7302500809994198,0.05733706763082255
Rothia mucilaginosa,0.0010997947746825166,211,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus anginosus,0.0010996633136356427,212,Extra Trees,0.7302500809994198,0.05733706763082255
Anaeromassilibacillus sp An250,0.00109724917782063,213,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9602 SGB15031,0.0010938627688960607,214,Extra Trees,0.7302500809994198,0.05733706763082255
Roseburia hominis,0.0010894005115417865,215,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Pararuminococcus gallinarum,0.0010876566825241195,216,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9614 SGB15049,0.0010817660658952101,217,Extra Trees,0.7302500809994198,0.05733706763082255
Fusobacterium varium,0.0010811447070576449,218,Extra Trees,0.7302500809994198,0.05733706763082255
Alistipes finegoldii,0.0010810082539106736,219,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3637 SGB4930,0.0010733470469795167,220,Extra Trees,0.7302500809994198,0.05733706763082255
Flavonifractor plautii,0.0010703356482620354,221,Extra Trees,0.7302500809994198,0.05733706763082255
Haemophilus parainfluenzae,0.0010686233569683198,222,Extra Trees,0.7302500809994198,0.05733706763082255
Granulicatella adiacens,0.001066977662309445,223,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus sp A12,0.0010621191412940245,224,Extra Trees,0.7302500809994198,0.05733706763082255
Porphyromonas endodontalis,0.0010613415270885787,225,Extra Trees,0.7302500809994198,0.05733706763082255
Fusobacterium mortiferum,0.0010558525831734914,226,Extra Trees,0.7302500809994198,0.05733706763082255
Roseburia intestinalis,0.0010547065725622965,227,Extra Trees,0.7302500809994198,0.05733706763082255
Faecalibacterium SGB15345,0.001054101986625242,228,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridiaceae bacterium OM08 6BH,0.0010496296999958107,229,Extra Trees,0.7302500809994198,0.05733706763082255
Actinomyces bouchesdurhonensis,0.0010496242047781305,230,Extra Trees,0.7302500809994198,0.05733706763082255
GGB1243 SGB1663,0.0010452679692162195,231,Extra Trees,0.7302500809994198,0.05733706763082255
Angelakisella massiliensis,0.0010419820010963295,232,Extra Trees,0.7302500809994198,0.05733706763082255
Citrobacter freundii,0.0010419054338131415,233,Extra Trees,0.7302500809994198,0.05733706763082255
Christensenella minuta,0.0010418726712713873,234,Extra Trees,0.7302500809994198,0.05733706763082255
Alloprevotella tannerae,0.0010402061923599696,235,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AT4,0.0010360040950961786,236,Extra Trees,0.7302500809994198,0.05733706763082255
Amedibacillus dolichus,0.0010354349922316324,237,Extra Trees,0.7302500809994198,0.05733706763082255
Urinicoccus massiliensis,0.0010317975129429796,238,Extra Trees,0.7302500809994198,0.05733706763082255
Candidatus Gastranaerophilales bacterium,0.001029229621268896,239,Extra Trees,0.7302500809994198,0.05733706763082255
Lachnospira SGB5076,0.0010286248995602606,240,Extra Trees,0.7302500809994198,0.05733706763082255
Acidaminococcus massiliensis,0.0010271631144733854,241,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium spiroforme,0.0010259796569968675,242,Extra Trees,0.7302500809994198,0.05733706763082255
GGB1420 SGB1957,0.0010258454887382643,243,Extra Trees,0.7302500809994198,0.05733706763082255
Agathobaculum butyriciproducens,0.0010255029059377204,244,Extra Trees,0.7302500809994198,0.05733706763082255
Blautia SGB4815,0.0010212766981553781,245,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella stercorea,0.0010212153294106205,246,Extra Trees,0.7302500809994198,0.05733706763082255
Mesosutterella multiformis,0.0010182989357480985,247,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9699 SGB15216,0.001015383355820813,248,Extra Trees,0.7302500809994198,0.05733706763082255
Lacrimispora saccharolytica,0.0010141578705171665,249,Extra Trees,0.7302500809994198,0.05733706763082255
Gemella sanguinis,0.001013582343328843,250,Extra Trees,0.7302500809994198,0.05733706763082255
Ruminococcaceae unclassified SGB15234,0.0010088073822686365,251,Extra Trees,0.7302500809994198,0.05733706763082255
Bifidobacterium bifidum,0.0010079975730182913,252,Extra Trees,0.7302500809994198,0.05733706763082255
Acidaminococcaceae bacterium,0.0010060257751641417,253,Extra Trees,0.7302500809994198,0.05733706763082255
GGB3570 SGB4777,0.0010055906312086756,254,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9712 SGB15244,0.0010045410115766726,255,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp AF27 2AA,0.001003606033451944,256,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium sp OM07 10AC,0.001003328147505807,257,Extra Trees,0.7302500809994198,0.05733706763082255
Pseudoflavonifractor SGB15156,0.0010028797848416712,258,Extra Trees,0.7302500809994198,0.05733706763082255
Actinomyces graevenitzii,0.0010025188415066022,259,Extra Trees,0.7302500809994198,0.05733706763082255
Clostridium phoceensis,0.0009993608734789904,260,Extra Trees,0.7302500809994198,0.05733706763082255
Solobacterium SGB6833,0.000998957429266857,261,Extra Trees,0.7302500809994198,0.05733706763082255
Rikenellaceae bacterium,0.0009985512864966754,262,Extra Trees,0.7302500809994198,0.05733706763082255
Neobittarella massiliensis,0.0009978741120811603,263,Extra Trees,0.7302500809994198,0.05733706763082255
Peptostreptococcus SGB749,0.0009939423892603954,264,Extra Trees,0.7302500809994198,0.05733706763082255
Slackia isoflavoniconvertens,0.0009845600705789197,265,Extra Trees,0.7302500809994198,0.05733706763082255
Mediterraneibacter massiliensis,0.0009843715381228878,266,Extra Trees,0.7302500809994198,0.05733706763082255
Intestinimonas butyriciproducens,0.0009837632208714883,267,Extra Trees,0.7302500809994198,0.05733706763082255
Faecalimonas umbilicata,0.0009833543972338884,268,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus gallolyticus,0.0009814259038664883,269,Extra Trees,0.7302500809994198,0.05733706763082255
Intestinimonas gabonensis,0.0009807760024807591,270,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus salivarius,0.0009796301118665512,271,Extra Trees,0.7302500809994198,0.05733706763082255
Porphyromonas SGB1980,0.0009780687775570694,272,Extra Trees,0.7302500809994198,0.05733706763082255
Actinomyces sp ICM58,0.0009767756414430081,273,Extra Trees,0.7302500809994198,0.05733706763082255
Hungatella hathewayi,0.0009758095463934617,274,Extra Trees,0.7302500809994198,0.05733706763082255
GGB9557 SGB14966,0.0009743947558419261,275,Extra Trees,0.7302500809994198,0.05733706763082255
GGB51441 SGB71759,0.0009735045361983233,276,Extra Trees,0.7302500809994198,0.05733706763082255
Mediterraneibacter butyricigenes,0.0009704347172606869,277,Extra Trees,0.7302500809994198,0.05733706763082255
Prevotella disiens,0.0009673034078483873,278,Extra Trees,0.7302500809994198,0.05733706763082255
GGB1495 SGB2071,0.0009668965741747625,279,Extra Trees,0.7302500809994198,0.05733706763082255
Streptococcus sanguinis,0.0009644770967340892,280,Extra Trees,0.7302500809994198,0.05733706763082255
Sutterella SGB9281,0.000962431315692687,281,Extra Trees,0.7302500809994198,0.05733706763082255
Lentisphaeria bacterium,0.0009623985067048615,282,Extra Trees,0.7302500809994198,0.05733706763082255
